0.000625, 0.025000, 50
0.003125, 0.050000, 50
0.008750, 0.112500, 50
0.018750, 0.200000, 50
0.033750, 0.300000, 50
0.053750, 0.400000, 50
0.078750, 0.500000, 50
0.108750, 0.600000, 50
0.143750, 0.700000, 50
0.183750, 0.800000, 50
0.228750, 0.900000, 50
0.278750, 1.000000, 50
0.333750, 1.100000, 50
0.393750, 1.200000, 50
0.458750, 1.300000, 50
0.528750, 1.400000, 50
0.603750, 1.500000, 50
0.683750, 1.600000, 50
0.768750, 1.700000, 50
0.858750, 1.800000, 50
0.953750, 1.900000, 50
1.053750, 2.000000, 50
1.158750, 2.100000, 50
1.268750, 2.200000, 50
1.383750, 2.300000, 50
1.503750, 2.400000, 50
1.628750, 2.500000, 50
1.758750, 2.600000, 50
1.893750, 2.700000, 50
2.033750, 2.800000, 50
2.178125, 2.887500, 50
2.325625, 2.950000, 50
2.475000, 2.987500, 50
2.625000, 3.000000, 50
2.775000, 3.000000, 50
2.925000, 3.000000, 50
3.075000, 3.000000, 50
3.225000, 3.000000, 50
3.375000, 3.000000, 50
3.525000, 3.000000, 50
3.675000, 3.000000, 50
3.825000, 3.000000, 50
3.975000, 3.000000, 50
4.125000, 3.000000, 50
4.275000, 3.000000, 50
4.425000, 3.000000, 50
4.575000, 3.000000, 50
4.725000, 3.000000, 50
4.875000, 3.000000, 50
5.025000, 3.000000, 50
5.175000, 3.000000, 50
5.325000, 3.000000, 50
5.475000, 3.000000, 50
5.625000, 3.000000, 50
5.775000, 3.000000, 50
5.925000, 3.000000, 50
6.075000, 3.000000, 50
6.225000, 3.000000, 50
6.375000, 3.000000, 50
6.525000, 3.000000, 50
6.675000, 3.000000, 50
6.825000, 3.000000, 50
6.975000, 3.000000, 50
7.125000, 3.000000, 50
7.275000, 3.000000, 50
7.425000, 3.000000, 50
7.574792, 2.995842, 50
7.723543, 2.975025, 50
7.870004, 2.929208, 50
8.012923, 2.858392, 50
8.151260, 2.766733, 50
8.284597, 2.666733, 50
8.412933, 2.566733, 50
8.536270, 2.466733, 50
8.654607, 2.366733, 50
8.767943, 2.266733, 50
8.876280, 2.166733, 50
8.979617, 2.066733, 50
9.077953, 1.966733, 50
9.171290, 1.866733, 50
9.259627, 1.766733, 50
9.342963, 1.666733, 50
9.421300, 1.566733, 50
9.494637, 1.466733, 50
9.562973, 1.366733, 50
9.626310, 1.266733, 50
9.684647, 1.166733, 50
9.737983, 1.066733, 50
9.786320, 0.966733, 50
9.829657, 0.866733, 50
9.867993, 0.766733, 50
9.901330, 0.666733, 50
9.929667, 0.566733, 50
9.953003, 0.466733, 50
9.971340, 0.366733, 50
9.984677, 0.266733, 50
9.993221, 0.170892, 50
9.997807, 0.091708, 50
9.999683, 0.037525, 50
10.000100, 0.008342, 50
10.000100, 0.000000, 50
