0.000625, 0.025000, 50
0.003640, 0.060291, 50
0.010421, 0.135638, 50
0.022476, 0.241082, 50
0.040550, 0.361495, 50
0.064638, 0.481750, 50
0.094727, 0.601787, 50
0.130804, 0.721543, 50
0.172851, 0.840944, 50
0.220847, 0.959913, 50
0.274765, 1.078362, 50
0.334575, 1.196193, 50
0.400240, 1.313301, 50
0.471718, 1.429570, 50
0.548962, 1.544876, 50
0.631917, 1.659087, 50
0.720520, 1.772064, 50
0.814703, 1.883664, 50
0.914390, 1.993740, 50
1.019497, 2.102147, 50
1.129934, 2.208739, 50
1.245603, 2.313379, 50
1.366400, 2.415934, 50
1.492214, 2.516284, 50
1.622930, 2.614319, 50
1.758427, 2.709943, 50
1.898581, 2.803075, 50
2.043263, 2.893644, 50
2.192343, 2.981595, 50
2.345687, 3.066880, 50
2.502484, 3.135943, 50
2.661276, 3.175833, 50
2.820651, 3.187506, 50
2.979248, 3.171936, 50
3.136404, 3.143131, 50
3.292128, 3.114480, 50
3.446427, 3.085964, 50
3.599304, 3.057558, 50
3.750766, 3.029227, 50
3.900813, 3.000937, 50
4.049445, 2.972647, 50
4.196661, 2.944319, 50
4.342457, 2.915917, 50
4.486827, 2.887407, 50
4.629765, 2.858761, 50
4.771263, 2.829962, 50
4.911313, 2.801001, 50
5.049908, 2.771883, 50
5.187039, 2.742627, 50
5.322703, 2.713273, 50
5.456896, 2.683878, 50
5.589623, 2.654525, 50
5.720889, 2.625322, 50
5.850709, 2.596404, 50
5.979106, 2.567932, 50
6.106111, 2.540099, 50
6.231767, 2.513119, 50
6.356128, 2.487233, 50
6.479263, 2.462699, 50
6.601252, 2.439784, 50
6.722190, 2.418760, 50
6.842185, 2.399889, 50
6.965408, 2.464462, 50
7.092955, 2.550933, 50
7.219167, 2.524253, 50
7.343943, 2.495513, 50
7.467172, 2.464587, 50
7.588740, 2.431355, 50
7.708526, 2.395726, 50
7.826408, 2.357640, 50
7.942263, 2.317092, 50
8.055970, 2.274149, 50
8.167419, 2.228979, 50
8.276513, 2.181878, 50
8.383178, 2.133300, 50
8.487373, 2.083890, 50
8.589098, 2.034505, 50
8.688409, 1.986224, 50
8.785426, 1.940338, 50
8.880341, 1.898306, 50
8.973425, 1.861674, 50
9.065023, 1.831967, 50
9.155551, 1.810546, 50
9.245474, 1.798467, 50
9.335291, 1.796350, 50
9.425507, 1.804306, 50
9.516603, 1.821922, 50
9.609018, 1.848312, 50
9.703130, 1.882224, 50
9.798977, 1.916942, 50
9.896083, 1.942126, 50
9.993680, 1.951938, 50
10.090850, 1.943405, 50
10.186834, 1.919675, 50
10.281243, 1.888176, 50
10.373826, 1.851675, 50
10.464336, 1.810198, 50
10.552533, 1.763936, 50
10.638192, 1.713178, 50
10.721105, 1.658262, 50
10.801082, 1.599548, 50
10.877952, 1.537393, 50
10.951559, 1.472142, 50
11.021765, 1.404116, 50
11.088446, 1.333615, 50
11.151491, 1.260911, 50
11.210804, 1.186252, 50
11.266297, 1.109862, 50
11.317894, 1.031943, 50
11.365528, 0.952677, 50
11.409140, 0.872230, 50
11.448677, 0.790751, 50
11.484096, 0.708376, 50
11.515357, 0.625228, 50
11.542428, 0.541421, 50
11.565282, 0.457062, 50
11.583894, 0.372247, 50
11.598247, 0.287069, 50
11.608328, 0.201617, 50
11.614474, 0.122919, 50
11.617563, 0.061785, 50
11.618666, 0.022061, 50
11.618855, 0.003779, 50
11.618855, 0.000000, 50
