0.003676, 0.147059, 50
0.012572, 0.177905, 50
0.027393, 0.296425, 50
0.048134, 0.414825, 50
0.074788, 0.533066, 50
0.107343, 0.651119, 50
0.145792, 0.768969, 50
0.190123, 0.886617, 50
0.240327, 1.004085, 50
0.296398, 1.121419, 50
0.358333, 1.238695, 50
0.426134, 1.356023, 50
0.499812, 1.473552, 50
0.579385, 1.591472, 50
0.664886, 1.710018, 50
0.756360, 1.829471, 50
0.853868, 1.950159, 50
0.957490, 2.072452, 50
1.067328, 2.196753, 50
1.183502, 2.323493, 50
1.306158, 2.453112, 50
1.435460, 2.586046, 50
1.571596, 2.722705, 50
1.714768, 2.863457, 50
1.865199, 3.008605, 50
2.023118, 3.158378, 50
2.188763, 3.312915, 50
2.362377, 3.472269, 50
2.544197, 3.636406, 50
2.734458, 3.805215, 50
2.933384, 3.978531, 50
3.141192, 4.156150, 50
3.358085, 4.337855, 50
3.584257, 4.523439, 50
3.816459, 4.644044, 50
4.051280, 4.696433, 50
4.288667, 4.747738, 50
4.528570, 4.798045, 50
4.770944, 4.847492, 50
5.015757, 4.896252, 50
5.262983, 4.944530, 50
5.512610, 4.992542, 50
5.764636, 5.040518, 50
6.019070, 5.088684, 50
6.275934, 5.137263, 50
6.535257, 5.186463, 50
6.797080, 5.236468, 50
7.061452, 5.287429, 50
7.328424, 5.339450, 50
7.595305, 5.337622, 50
7.858042, 5.254736, 50
8.115219, 5.143532, 50
8.366634, 5.028313, 50
8.612077, 4.908862, 50
8.851326, 4.784969, 50
9.084149, 4.656456, 50
9.310308, 4.523193, 50
9.529564, 4.385120, 50
9.741677, 4.242261, 50
9.946414, 4.094730, 50
10.143550, 3.942725, 50
10.332876, 3.786529, 50
10.514201, 3.626489, 50
10.687351, 3.463003, 50
10.852176, 3.296501, 50
11.008547, 3.127423, 50
11.156357, 2.956202, 50
11.295520, 2.783253, 50
11.425968, 2.608956, 50
11.547650, 2.433652, 50
11.660532, 2.257637, 50
11.764590, 2.081161, 50
11.859812, 1.904427, 50
11.946191, 1.727596, 50
12.023731, 1.550792, 50
12.092436, 1.374098, 50
12.152315, 1.197572, 50
12.203377, 1.021243, 50
12.245633, 0.845117, 50
12.279092, 0.669184, 50
12.303763, 0.493419, 50
12.319652, 0.317788, 50
12.326764, 0.142245, 50
12.328127, 0.027245, 50
12.328127, 0.000000, 50
