0.003676, 0.147059, 50
0.016644, 0.259343, 50
0.038256, 0.432244, 50
0.068513, 0.605149, 50
0.107416, 0.778053, 50
0.154963, 0.950939, 50
0.211152, 1.123781, 50
0.275979, 1.296539, 50
0.349437, 1.469157, 50
0.431515, 1.641559, 50
0.522197, 1.813649, 50
0.621462, 1.985306, 50
0.729282, 2.156387, 50
0.845618, 2.326721, 50
0.970423, 2.496111, 50
1.103640, 2.664336, 50
1.245198, 2.831154, 50
1.395013, 2.996303, 50
1.552988, 3.159508, 50
1.719013, 3.320490, 50
1.892962, 3.478971, 50
2.074696, 3.634686, 50
2.264065, 3.787387, 50
2.460908, 3.936860, 50
2.665055, 4.082927, 50
2.876327, 4.225450, 50
3.094544, 4.364338, 50
3.319521, 4.499546, 50
3.551075, 4.631068, 50
3.789021, 4.758936, 50
4.033182, 4.883206, 50
4.283379, 5.003949, 50
4.539441, 5.121240, 50
4.801198, 5.235142, 50
5.064626, 5.268550, 50
5.325832, 5.224121, 50
5.584846, 5.180289, 50
5.841695, 5.136983, 50
6.096400, 5.094101, 50
6.348977, 5.051525, 50
6.599433, 5.009118, 50
6.847770, 4.966741, 50
7.093982, 4.924251, 50
7.338058, 4.881510, 50
7.579977, 4.838390, 50
7.819716, 4.794782, 50
8.057246, 4.750601, 50
8.290573, 4.666533, 50
8.516311, 4.514754, 50
8.733133, 4.336446, 50
8.941211, 4.161562, 50
9.140720, 3.990173, 50
9.331838, 3.822355, 50
9.514746, 3.658171, 50
9.689629, 3.497664, 50
9.856672, 3.340846, 50
10.016056, 3.187690, 50
10.167962, 3.038123, 50
10.312564, 2.892029, 50
10.450026, 2.749247, 50
10.580505, 2.609575, 50
10.704144, 2.472779, 50
10.821074, 2.338602, 50
10.931412, 2.206769, 50
11.035262, 2.077000, 50
11.132713, 1.949017, 50
11.223841, 1.822552, 50
11.308708, 1.697354, 50
11.387368, 1.573192, 50
11.459861, 1.449858, 50
11.526219, 1.327171, 50
11.586468, 1.204974, 50
11.640625, 1.083139, 50
11.688703, 0.961558, 50
11.730710, 0.840147, 50
11.766652, 0.718842, 50
11.796532, 0.597596, 50
11.820351, 0.476377, 50
11.838109, 0.355166, 50
11.849807, 0.233952, 50
11.855443, 0.112732, 50
11.856746, 0.026061, 50
11.856746, 0.000000, 50
